region,iso3,survey_year,variable.x,denominator.x,numerator.x,birth.registration,variable.y,denominator.y,numerator.y,U5M,variable,denominator,numerator,education
MARACHA,UGA,2016,registration,111.051933,28.103857,0.253069498574149,mortality,294.8133865,25.527212,0.0865876963833187,education,240.551638,16.779933,0.0697560537916603
MASAKA,UGA,2016,registration,163.743414,57.078177,0.34858303980397,mortality,269.191417,16.827664,0.0625118890770578,education,394.067459,93.65301,0.237657304253585
MASINDI,UGA,2016,registration,133.870216,54.343032,0.405938181200813,mortality,294.849688,29.9810945,0.101682639392856,education,310.145982,22.960814,0.0740322794186642
MAYUGE,UGA,2016,registration,210.068873,7.640126,0.0363696243564843,mortality,462.5335365,36.491636,0.0788951138032777,education,391.53292,27.618171,0.0705385667187321
MBALE,UGA,2016,registration,238.041677,22.548519,0.0947250888339188,mortality,538.860315,36.961469,0.0685919299883867,education,621.47813,93.65856,0.150702905667815
MBARARA,UGA,2016,registration,226.141393,23.860522,0.105511519512043,mortality,524.142118,24.0641575,0.045911512686336,education,597.468069,96.157887,0.160942303010339
MITOOMA,UGA,2016,registration,59.363835,12.230229,0.206021544935566,mortality,152.238044,15.700557,0.103131625889781,education,139.923688,8.602162,0.0614775248062358
MITYANA,UGA,2016,registration,187.636766,39.888911,0.212585794619803,mortality,382.9410785,22.017426,0.0574955971979903,education,395.700945,22.330474,0.0564327032375422
MOROTO,UGA,2016,registration,60.807681,36.986522,0.608254111844851,mortality,106.575193,9.618666,0.0902523910981799,education,121.128314,1.094361,0.00903472494465662
MOYO,UGA,2016,registration,65.60866,18.522503,0.282317959245014,mortality,131.753082,7.70919,0.0585124073226613,education,134.648125,12.950662,0.0961815249933855
MPIGI,UGA,2016,registration,144.630874,69.871941,0.483105294655137,mortality,274.1885725,11.018458,0.0401856937345556,education,323.947754,45.864844,0.141580990865583
MUBENDE,UGA,2016,registration,301.06188,68.701345,0.228196758088404,mortality,634.0472665,66.8601775,0.105449831633333,education,593.603776,74.267187,0.12511238978372
MUKONO,UGA,2016,registration,404.32281,137.906222,0.341079500313129,mortality,852.440619,35.81119,0.0420101872222023,education,999.417225,196.99675,0.197111621725351
Machinga,MWI,2016,registration,846.014873,606.742929,0.717177615150508,mortality,1735.205562,128.8946085,0.0742820397321894,education,1649.71552,82.083981,0.0497564458871066
Madaripur,BGD,2014,registration,52.086504,7.647832,0.146829435893797,mortality,145.376871,7.693026,0.0529178124902688,education,253.844432,19.428672,0.0765377118848918
Magura,BGD,2014,registration,30.812192,4.123512,0.133827284991603,mortality,94.220748,2.6603165,0.0282349329258138,education,209.161336,31.061286,0.148503956773349
Mahottari,NPL,2017,registration,171.976121,65.936149,0.383402931852382,mortality,398.465173,20.6973465,0.0519426737954838,education,606.899911,61.20804,0.100853598576323
Makwanpur,NPL,2017,registration,74.162417,42.949332,0.579125300082925,mortality,160.8151475,5.073543,0.0315489123933428,education,461.866982,93.342592,0.202098430149311
Mangochi,MWI,2016,registration,1367.530577,799.619256,0.584717643209231,mortality,2935.490636,202.1391395,0.0688604272897432,education,2844.126223,176.771622,0.0621532267346209
Manica,MOZ,2011,registration,771.564315,515.704091,0.668387691050745,mortality,1836.5218275,197.44528,0.107510445584399,education,1499.500407,87.089615,0.0580790872702978
Manikganj,BGD,2014,registration,75.971706,14.490742,0.190738667893018,mortality,189.5882095,14.932594,0.078763305162181,education,552.559215,141.881545,0.256771656590688
Maputo cidade,MOZ,2011,registration,375.681536,206.729772,0.550279298261813,mortality,950.679038,73.645934,0.077466664411717,education,1503.233726,323.031769,0.214891246392911
Maputo provincia,MOZ,2011,registration,612.709552,349.117416,0.569792677232491,mortality,1490.6151005,126.8873055,0.0851241245694062,education,1820.035317,130.958433,0.0719537867077554
Maulvibazar,BGD,2014,registration,109.481427,35.967627,0.328527203066142,mortality,308.851199,21.25534,0.0688206491307809,education,550.382301,87.297831,0.158613078293737
Mchinji,MWI,2016,registration,589.389823,457.399125,0.776055349364253,mortality,1390.5004575,156.8793265,0.112822204159541,education,1453.333473,112.617279,0.0774889459936082
Meherpur,BGD,2014,registration,33.870276,4.30984,0.12724549395464,mortality,103.6362835,5.493958,0.0530119164298284,education,260.128592,39.685524,0.152561176358499
Morang,NPL,2017,registration,161.938557,106.314989,0.65651436550716,mortality,380.4576775,14.334506,0.0376770054798014,education,1043.459817,320.760241,0.307400664380352
Mugu,NPL,2017,registration,18.965659,17.159154,0.904748630142512,mortality,48.1017005,2.8409495,0.0590613111484489,education,71.675655,17.175015,0.239621319121534
Mulange,MWI,2016,registration,753.123707,431.690969,0.573200610985414,mortality,1962.470903,199.555071,0.10168562025299,education,2072.619379,150.083474,0.0724124629542027
Munshiganj,BGD,2014,registration,59.50183,16.318228,0.274247497934097,mortality,131.2262765,0.9099035,0.00693385139217907,education,274.225824,46.801834,0.170668952024008
Mwanza,MWI,2016,registration,117.124238,97.437088,0.831912246891203,mortality,286.12104,14.861314,0.0519406542070447,education,351.729172,37.041366,0.105312180361315
Myagdi,NPL,2017,registration,15.373376,9.36628,0.60925329608799,mortality,35.583255,0.8813305,0.0247681247822888,education,88.52588,27.992016,0.316201499493707
Mymensingh,BGD,2014,registration,273.20286,29.627447,0.108444864010574,mortality,689.1435745,38.5584225,0.0559512181884241,education,1216.908665,145.794274,0.1198070801805
Mzimba,MWI,2016,registration,914.587053,659.69315,0.721301649565337,mortality,2096.428691,105.012699,0.0500912334632802,education,2414.077213,225.83054,0.0935473558111084
NAKAPIRIPIRIT,UGA,2016,registration,69.369099,26.002609,0.374844266032632,mortality,164.8122295,16.020437,0.0972041762228573,education,135.665542,10.639361,0.0784234584784985
NAKASEKE,UGA,2016,registration,100.842765,17.454104,0.173082362428281,mortality,221.861511,17.8152215,0.0802988378637699,education,286.042711,21.948758,0.0767324499312272
NAKASONGOLA,UGA,2016,registration,86.347295,20.463193,0.236987076433605,mortality,178.708823,11.044241,0.0618001999822919,education,182.617863,11.018874,0.0603384237389746
NAMAYINGO,UGA,2016,registration,113.144346,11.238959,0.0993329264548491,mortality,207.917781,26.364973,0.126804801749976,education,196.568609,11.571395,0.0588669526577359
NAMUTUMBA,UGA,2016,registration,131.432956,4.782113,0.0363844285751285,mortality,327.9169005,31.3118755,0.0954872269537081,education,256.231075,11.723692,0.04575437229852
NAPAK,UGA,2016,registration,55.363794,15.526026,0.28043645274744,mortality,120.6233175,11.241608,0.093195977635087,education,105.923167,1.966818,0.0185683458652629
NEBBI,UGA,2016,registration,192.385073,86.680517,0.450557393296308,mortality,401.19627,37.1208735,0.0925254701395903,education,379.803791,30.747472,0.080956200882155
NGORA,UGA,2016,registration,123.562389,42.565855,0.344488766723343,mortality,240.9943485,10.716187,0.0444665489738653,education,203.700714,19.100582,0.0937678696599954
NTOROKO,UGA,2016,registration,46.808734,25.341468,0.541383323889939,mortality,78.57495,3.340396,0.042512225588435,education,85.438992,5.211414,0.0609957336575319
NTUNGAMO,UGA,2016,registration,184.156249,25.606831,0.139049481834309,mortality,416.7898435,44.0395675,0.105663725224629,education,403.455278,31.769532,0.078743627193297
NWOYA,UGA,2016,registration,55.404971,30.579529,0.551927533722561,mortality,120.021409,9.8444055,0.0820220790775752,education,101.575978,5.078407,0.0499961418043152
Nampula,MOZ,2011,registration,1682.671673,993.632292,0.590508717739613,mortality,3515.4818035,210.43831,0.05986044638049,education,3867.715218,121.653486,0.0314535789589253
Naogaon,BGD,2014,registration,121.552919,22.933244,0.18866880523042,mortality,274.387112,16.8193795,0.0612979938358038,education,761.865051,113.976454,0.149601893209825
Narail,BGD,2014,registration,28.138378,3.115844,0.110732892990492,mortality,100.6328005,7.280737,0.0723495417381334,education,235.55937,21.570346,0.0915707407436181
Narayanganj,BGD,2014,registration,182.33993,44.499869,0.244048952963841,mortality,470.0500545,22.120513,0.0470599094463035,education,999.235654,179.508381,0.179645692466454
Narsingdi,BGD,2014,registration,136.788871,42.076178,0.307599424517511,mortality,371.785195,12.890267,0.0346712757080066,education,673.378368,128.445994,0.190748619355708
Natore,BGD,2014,registration,82.120777,15.531226,0.1891266323503,mortality,194.386543,9.883516,0.0508446513193046,education,533.840965,92.847481,0.173923484871567
Nawabganj,BGD,2014,registration,100.032099,13.078657,0.130744602290111,mortality,248.0966215,10.777453,0.0434405472143844,education,445.980731,49.159672,0.110228242125555
Nawalparasi,NPL,2017,registration,115.618937,64.793103,0.560402168374892,mortality,288.1928345,10.414276,0.0361364848576761,education,684.341064,120.853533,0.176598394218237
Neno,MWI,2016,registration,195.853736,133.185618,0.68002592506073,mortality,460.072041,38.8252775,0.0843895608514059,education,452.456517,41.477789,0.0916724313642718
Netrakona,BGD,2014,registration,194.408429,40.106769,0.206301595081559,mortality,493.328905,41.1121565,0.0833362004198801,education,657.125447,56.333576,0.0857272781889392
Niassa,MOZ,2011,registration,683.068679,240.065705,0.351451782786252,mortality,1532.7656195,137.006094,0.0893848950269986,education,1379.319255,54.525056,0.0395304102384912
Nilphamari,BGD,2014,registration,70.169833,14.872291,0.211947077029526,mortality,200.5580125,7.674992,0.038268189359924,education,498.078578,104.272676,0.209349850818117
Nkhata Bay,MWI,2016,registration,262.350589,205.016201,0.781458893541878,mortality,550.6447885,38.5145655,0.0699444838203531,education,698.785313,88.547181,0.126715858723264
Nkhotakota,MWI,2016,registration,409.847873,204.977956,0.500131803782717,mortality,942.5958495,54.1141555,0.0574097112020012,education,1053.956847,137.334791,0.130303998110465
Noakhali,BGD,2014,registration,215.533686,67.555921,0.31343555735413,mortality,521.833233,37.127432,0.0711480788346035,education,785.501703,100.293815,0.127681219043773
Nord,BFA,2011,registration,1135.14197,798.3985,0.703346824538608,mortality,2744.5319655,375.1162245,0.136677666434707,education,2427.657464,15.905548,0.00655180899112215
North Central,NGA,2013,registration,4197.04011,1206.255137,0.287406149425625,mortality,9937.2156415,907.6787505,0.0913413558934289,education,11900.935521,4166.42289,0.350092048028331
North East,NGA,2013,registration,5189.162172,1133.516987,0.218439306660389,mortality,12908.6985415,1888.008216,0.14625860305981,education,10159.837745,1926.683871,0.189637267775087
North West,NGA,2013,registration,10989.044445,2236.728214,0.203541647792471,mortality,28129.071055,4766.302839,0.169444018598431,education,20881.07568,3681.29337,0.176298071345336
Nsanje,MWI,2016,registration,321.367091,215.345859,0.670093065005216,mortality,689.3024555,37.9750635,0.0550920183106761,education,756.802447,77.067614,0.101833198750215
Ntcheu,MWI,2016,registration,662.705115,374.4865,0.565087686097006,mortality,1570.175807,117.70279,0.0749615358199185,education,1789.864119,189.632436,0.105947951013146
Ntchisi,MWI,2016,registration,354.938675,214.502974,0.604338126860929,mortality,855.053655,67.2970805,0.0787050965825063,education,920.646435,95.187122,0.103391615262161
Nuwakot,NPL,2017,registration,30.826675,28.518053,0.925109600694853,mortality,92.913273,2.883553,0.0310348877710938,education,298.953831,61.221301,0.204785136203857
OTUKE,UGA,2016,registration,96.549813,79.420399,0.822584700397089,mortality,223.3174525,18.337993,0.0821162555577693,education,199.303396,12.115928,0.0607913775839525
OYAM,UGA,2016,registration,157.753341,80.965765,0.513242790845235,mortality,390.019386,16.6201055,0.0426135369076244,education,347.937522,34.342928,0.098704295537289
Okhaldhunga,NPL,2017,registration,23.377242,13.630995,0.583088244541422,mortality,63.9166465,2.069598,0.0323796399424679,education,186.600486,23.210262,0.124384788579811
PADER,UGA,2016,registration,66.835222,21.352373,0.3194778495686,mortality,157.5449975,11.170289,0.0709022131915042,education,143.454634,28.857237,0.201159322605082
PALLISA,UGA,2016,registration,210.743739,41.4181,0.196533003526145,mortality,460.549886,23.9693815,0.0520451361049734,education,424.745324,20.133624,0.0474016377870707
Pabna,BGD,2014,registration,142.685099,16.224796,0.113710514368428,mortality,343.060888,14.904316,0.043445104123907,education,733.264465,112.081932,0.152853352848621
Palpa,NPL,2017,registration,30.157733,15.416685,0.511201720633312,mortality,77.3094955,1.6445835,0.0212727232193618,education,202.882012,31.041959,0.153004984000257
Panchagarh,BGD,2014,registration,53.960083,4.402367,0.0815856232096604,mortality,135.7118525,6.8289835,0.050319727969228,education,291.904084,30.002244,0.102781172462116
Panchthar,NPL,2017,registration,30.641813,19.352724,0.631578947368421,mortality,51.14064,5.5935075,0.109375,education,122.567252,25.803632,0.210526315789474
Parbat,NPL,2017,registration,20.87205,13.734184,0.658017971401947,mortality,44.9114035,0.600154,0.0133630649062214,education,133.040658,26.163908,0.196660993664057
Parsa,NPL,2017,registration,157.380824,79.795423,0.507021255651832,mortality,409.057165,19.6346335,0.0479997300621785,education,598.006619,101.603909,0.169904321744639
Patuakhali,BGD,2014,registration,92.584951,17.316453,0.187033128094435,mortality,247.2480865,16.358041,0.0661604351789392,education,507.564597,82.546569,0.162632637279861
Phalombe,MWI,2016,registration,512.856569,218.10601,0.425276818478267,mortality,1281.44236,115.4187425,0.0900693984394273,education,1216.685422,67.594155,0.0555559833115186
Pirojpur,BGD,2014,registration,54.8204,6.519801,0.118930197517712,mortality,143.93815,6.5493485,0.045501130172925,education,316.071409,34.90046,0.110419541300555
Plateau Central,BFA,2011,registration,655.445793,602.092876,0.918600565340725,mortality,1695.541459,209.9121585,0.123802433367688,education,1616.062673,10.819044,0.00669469333136438
Pyuthan,NPL,2017,registration,44.128903,24.118048,0.546536314306295,mortality,126.4352885,5.73692,0.0453743576501587,education,224.638871,26.763745,0.11914120152429
RAKAI,UGA,2016,registration,231.913041,35.894391,0.154775215939668,mortality,499.5289655,51.7822775,0.103662211956356,education,460.862714,37.552911,0.0814839427430877
RUBIRIZI,UGA,2016,registration,47.293884,16.701762,0.353148453614002,mortality,119.1871125,13.8575335,0.116267046070103,education,101.677404,0.926024,0.00910747091851401
RUKUNGIRI,UGA,2016,registration,115.732083,36.769253,0.317710111551349,mortality,223.840838,16.0263095,0.0715968973454254,education,340.759265,42.79329,0.125582176026821
Rajbari,BGD,2014,registration,315.908186,30.576039,0.096787738827382,mortality,752.7930125,31.2474155,0.0415086417928195,education,1492.0224,110.27337,0.07390865579498
Rajshahi,BGD,2014,registration,106.101536,17.40602,0.164050593951816,mortality,259.0250855,8.647716,0.0333856312924564,education,786.636832,186.24281,0.236758313905139
Ramechhap,NPL,2017,registration,47.866064,35.824494,0.748431999756654,mortality,107.7353725,7.017745,0.0651387268373718,education,190.558726,14.77837,0.0775528379634528
Rangamati,BGD,2014,registration,86.830329,4.292236,0.0494324511888006,mortality,239.542165,17.482512,0.0729830257650047,education,430.903964,85.960674,0.199489169702788
Rangpur,BGD,2014,registration,121.709448,32.93384,0.270593947644886,mortality,326.8974125,16.596872,0.0507708882522892,education,797.275078,138.873507,0.174185185053533
Rasuwa,NPL,2017,registration,10.079988,8.39999,0.833333333333333,mortality,21.255474,0.833548,0.0392156862745098,education,60.479928,12.599985,0.208333333333333
Rautahat,NPL,2017,registration,165.778666,82.794836,0.499429980936148,mortality,407.7935965,26.0079245,0.0637771772858135,education,535.470253,71.598104,0.133710703066824
Rolpa,NPL,2017,registration,73.268947,40.604205,0.554180272305538,mortality,151.379348,7.693984,0.0508258497717932,education,228.835208,7.400084,0.0323380482604757
Rukum,NPL,2017,registration,38.870701,21.474399,0.552457209351589,mortality,93.234524,4.9878655,0.0534980529315514,education,161.722772,29.960529,0.185258567049543
Rumphi,MWI,2016,registration,217.509188,141.644102,0.651209741079995,mortality,507.2634975,34.7185395,0.0684428106321607,education,590.403153,121.422179,0.205659773974818
Rupandehi,NPL,2017,registration,185.71694,85.028666,0.457840119485062,mortality,484.2397545,26.660509,0.0550564235014703,education,1005.120167,263.077759,0.261737618682165
SERERE,UGA,2016,registration,107.516135,44.761739,0.416325782172136,mortality,256.6955715,16.046449,0.0625115926474018,education,192.834913,15.897408,0.0824405070258206
SHEEMA,UGA,2016,registration,90.304161,37.154779,0.411440387558664,mortality,238.00491,23.7587685,0.0998246989946552,education,245.25277,23.188766,0.0945504754135906
SIRONKO,UGA,2016,registration,158.759306,14.776832,0.0930769500844253,mortality,348.8215785,17.299927,0.0495953463498245,education,378.426972,15.10427,0.0399133019514264
SOROTI,UGA,2016,registration,166.423933,95.37372,0.573076950416741,mortality,374.499622,15.7570665,0.0420749863934442,education,405.661478,121.546259,0.299624848776003
SSEMBABULE,UGA,2016,registration,224.103017,27.765753,0.123897274439639,mortality,476.122534,47.1390085,0.0990060438937343,education,415.062839,21.732887,0.0523604740245127
Sahel,BFA,2011,registration,1353.924354,535.537365,0.39554452463893,mortality,3318.1872855,688.0930135,0.207370155538498,education,2433.939387,11.863009,0.00487399524546993
Salima,MWI,2016,registration,608.043727,303.48913,0.499123856597241,mortality,1366.081294,104.6903905,0.0766355494067691,education,1354.376488,94.590696,0.0698407694153651
Salyan,NPL,2017,registration,34.680492,14.102599,0.406643567801749,mortality,107.82092,3.0059455,0.0278790563092951,education,176.875285,27.936508,0.157944667057356
Sankhuwasabha,NPL,2017,registration,35.852476,22.194388,0.619047565919855,mortality,92.194054,6.525512,0.0707801828521393,education,187.019254,27.353282,0.146259176073924
Saptari,NPL,2017,registration,154.951549,70.493056,0.454936116837399,mortality,367.01874,15.489216,0.0422027932415658,education,760.872318,139.263995,0.183032016943479
Sarlahi,NPL,2017,registration,179.433045,70.560869,0.393243446322833,mortality,495.8704255,26.1870005,0.052810168046612,education,566.469059,47.95565,0.0846571392348545
Satkhira,BGD,2014,registration,61.197644,17.216055,0.281318918094298,mortality,169.507233,8.1496775,0.0480786415763155,education,546.389874,103.731456,0.189848789181624
Shariatpur,BGD,2014,registration,104.513138,19.582462,0.187368424436744,mortality,324.79859,6.141846,0.0189097064737873,education,417.062432,19.582462,0.0469533108175037
Sherpur,BGD,2014,registration,79.359405,20.850178,0.262731027280257,mortality,181.4715655,13.781141,0.0759410487369163,education,446.583675,68.034864,0.152345165774365
Sindhuli,NPL,2017,registration,47.846714,42.528868,0.888856609881297,mortality,144.229328,17.297155,0.119928139719267,education,222.810691,24.72699,0.110977574231391
Sindhupalchok,NPL,2017,registration,39.320653,38.777795,0.986194074650795,mortality,97.798539,5.3283005,0.0544824140982311,education,305.825467,48.364915,0.158145479100993
Siraha,NPL,2017,registration,191.12443,83.937297,0.439176179622877,mortality,452.113537,24.4695255,0.0541225234315424,education,750.94906,131.311293,0.174860453250984
Sirajganj,BGD,2014,registration,178.096747,24.214294,0.135961461440955,mortality,445.2653095,36.506452,0.0819880893954978,education,850.129461,112.471661,0.132299451036199
Sofala,MOZ,2011,registration,1096.340482,432.229358,0.39424737578923,mortality,2417.862693,240.0042105,0.0992629611246498,education,2226.089183,172.629876,0.0775484995472439
Solukhumbu,NPL,2017,registration,22.039444,10.082928,0.45749466275102,mortality,53.1385105,0.9365635,0.017624948294326,education,173.011988,29.805172,0.172272293640138
South East,NGA,2013,registration,2729.123743,1425.754799,0.522422188681241,mortality,6337.1128975,756.546025,0.119383390707535,education,9494.430021,3751.490295,0.395125382640387
South South,NGA,2013,registration,2927.035493,1139.021591,0.389138291532155,mortality,6728.6823795,569.279733,0.0846049346502669,education,9908.02637,4867.95109,0.491313901297176
South West,NGA,2013,registration,4255.559838,2211.174053,0.519596513073399,mortality,9704.031039,805.495047,0.0830062315096435,education,13520.569017,7012.854792,0.518680447781631
Sud-Ouest,BFA,2011,registration,613.833678,463.443224,0.754998040364934,mortality,1705.8131995,314.143421,0.184160505436398,education,1456.244685,7.715981,0.00529854706388165
Sunamganj,BGD,2014,registration,353.537516,77.763207,0.219957440103754,mortality,884.971588,75.077811,0.0848364083299813,education,1141.894923,91.209713,0.0798757496533681
Sunsari,NPL,2017,registration,174.358161,110.365505,0.632981584383653,mortality,420.7214525,12.473418,0.0296476871475908,education,872.962305,217.277952,0.248897290015289
Surkhet,NPL,2017,registration,70.613429,49.043678,0.694537550357454,mortality,204.728874,7.6709985,0.0374690601776084,education,317.326547,43.990351,0.13862802030238
Syangja,NPL,2017,registration,52.926902,27.875159,0.526672787309562,mortality,134.591166,3.0949625,0.0229952870755277,education,366.044525,92.174629,0.251812614872467
Sylhet,BGD,2014,registration,252.38732,79.224967,0.313902326788842,mortality,660.091251,49.0114945,0.0742495744728481,education,974.950056,136.691814,0.140203914199273
TORORO,UGA,2016,registration,376.023147,88.739773,0.235995506414928,mortality,745.4632885,36.6883135,0.049215453082637,education,742.133315,98.072169,0.132148991317012
Tanahu,NPL,2017,registration,54.286178,38.893058,0.716444948472887,mortality,114.517841,4.1251175,0.0360216143089879,education,372.744344,76.192292,0.204408982259433
Tangail,BGD,2014,registration,130.189304,10.616952,0.0815501095235904,mortality,283.1103545,20.729847,0.0732217902683598,education,857.388891,104.149964,0.121473423662542
Taplejung,NPL,2017,registration,17.090928,5.696976,0.333333333333333,mortality,38.812565,0,0,education,95.424348,15.666684,0.164179104477612
Terhathum,NPL,2017,registration,17.87892,5.95964,0.333333333333333,mortality,31.3005015,0,0,education,88.202672,20.262776,0.22972972972973
Tete,MOZ,2011,registration,1353.538554,1031.951031,0.762409779869484,mortality,3354.709124,411.9742005,0.122804745589621,education,2916.076813,86.328854,0.0296044513008513
Thakurgaon,BGD,2014,registration,57.566263,4.045329,0.0702725657213497,mortality,174.4206595,15.0349085,0.0861991265432637,education,355.606788,61.902353,0.174075285087078
Thyolo,MWI,2016,registration,677.487249,520.106398,0.767699168903473,mortality,1732.280897,109.458231,0.0631873451872396,education,2161.797917,195.539343,0.0904521840188266
Udayapur,NPL,2017,registration,46.115472,31.680956,0.686991905883561,mortality,124.9725015,6.2372105,0.0499086633070236,education,302.503512,32.647202,0.107923381729201
WAKISO,UGA,2016,registration,798.035848,378.732407,0.474580694525392,mortality,1762.681807,67.4006265,0.0382375458987193,education,2114.874982,836.719044,0.395635227198503
YUMBE,UGA,2016,registration,143.799098,47.529657,0.330528199836135,mortality,282.123803,22.767785,0.0807013968970211,education,283.314507,25.795945,0.0910505616996168
ZOMBO,UGA,2016,registration,93.717432,47.324181,0.50496668538677,mortality,237.3056645,35.808073,0.150894303662945,education,180.459994,5.563893,0.0308317255069841
Zambezia,MOZ,2011,registration,2238.645181,602.926886,0.269326685227836,mortality,5466.5006895,756.8423595,0.138450976683079,education,4499.375096,67.668873,0.0150396158480226
Zomba,MWI,2016,registration,125.655054,116.300421,0.925553070073887,mortality,315.0608585,13.713433,0.0435262985865317,education,424.222937,164.549891,0.387885417426168
adamaoua,CMR,2011,registration,613.524495,334.921729,0.545897892797255,mortality,1339.0505115,158.1312405,0.118092065341779,education,1331.26023,49.70311,0.0373353825795577
alaotra mangoro,MDG,2009,registration,687.801659,597.342957,0.868481413476789,mortality,1571.9485815,106.8019225,0.0679423765872077,education,1885.243707,72.988367,0.0387156136519595
analamanga,MDG,2009,registration,1554.172875,1431.948532,0.921357305248298,mortality,3982.7639095,196.9345175,0.0494466963081232,education,6031.6147,1038.667993,0.172203969361637
analanjirofo,MDG,2009,registration,687.720774,514.864485,0.748653384433026,mortality,1632.1829565,90.2387525,0.0552871552423909,education,1953.681865,29.357123,0.0150265626793849
anamoroni'i mania,MDG,2009,registration,514.709213,455.434628,0.884838694348376,mortality,1237.4435455,110.29018,0.0891274437537563,education,1197.152679,60.482635,0.0505220729660999
androy,MDG,2009,registration,478.686957,284.840124,0.595044673423178,mortality,921.732653,67.8163755,0.0735748866868016,education,852.804208,3.033682,0.0035573018654711
anosy,MDG,2009,registration,441.891791,302.73013,0.685077514825343,mortality,1003.448422,106.9934355,0.106625744935398,education,940.561498,15.309423,0.0162768973985792
arusha,TZA,2016,registration,360.346315,140.074813,0.388722756884582,mortality,781.6741955,36.855242,0.0471491091968636,education,1001.270811,185.90274,0.185666792597632
ashanti,GHA,2014,registration,1075.911058,872.147495,0.810613004221023,mortality,2511.2418245,196.193541,0.0781261044181052,education,3702.168789,762.744054,0.206026277425894
atsimo andrefana,MDG,2009,registration,946.934206,482.789945,0.509845290138352,mortality,1926.4107115,150.8669615,0.0783150553510614,education,1834.975565,55.664946,0.0303355243861245
atsimo atsinanana,MDG,2009,registration,588.094745,368.573963,0.626725482813148,mortality,1240.531325,136.6030795,0.110116590163493,education,1014.817425,8.947748,0.00881710126331345
atsinanana,MDG,2009,registration,592.761733,471.158142,0.794852494298919,mortality,1368.2376395,69.7155105,0.0509527793179819,education,2060.084995,146.149242,0.0709433068804037
ayeyarwaddy,MMR,2016,registration,612.265163,526.736688,0.860308114574208,mortality,1601.8919315,140.9792895,0.0880079902568633,education,4498.077762,352.362719,0.0783362888869505
badakhshan,AFG,2016,registration,885.124341,289.549702,0.327128843471722,mortality,2459.5847785,243.779557,0.099114110288433,education,2445.91428,229.021103,0.0936341493537541
badghis,AFG,2016,registration,753.342547,596.959467,0.792414379590325,mortality,1766.093502,141.2404945,0.0799733957120918,education,1491.49644,44.922529,0.0301190990439106
baghlan,AFG,2016,registration,744.40766,123.452988,0.165840566444467,mortality,2162.6514285,148.5420795,0.0686851692984235,education,2224.837606,318.812904,0.143297157122937
bago,MMR,2016,registration,438.320135,346.662015,0.790887726387472,mortality,994.251676,79.342093,0.0798008139339561,education,3336.269724,344.985309,0.103404501895723
balkh,AFG,2016,registration,1947.753977,793.673451,0.407481365907641,mortality,4451.619628,293.4019155,0.0659090263809934,education,4997.845665,631.102102,0.12627482805634
bamyan,AFG,2016,registration,342.463865,214.180716,0.625411139362105,mortality,830.7469605,66.323237,0.0798356661576976,education,919.350031,94.065201,0.102317069481885
baringo,KEN,2014,registration,235.978372,163.790067,0.694089316795524,mortality,556.478796,20.6718585,0.0371476121796382,education,695.609873,174.603683,0.251008057500644
betsiboka,MDG,2009,registration,188.238561,143.597281,0.762847315858944,mortality,438.416347,36.449877,0.0831398675013366,education,452.823394,5.359145,0.0118349561241971
boeny,MDG,2009,registration,450.152887,369.512371,0.820859716045762,mortality,987.6906715,89.4057365,0.090519976628128,education,1217.54415,69.504721,0.0570859964297804
bomet,KEN,2014,registration,464.958154,276.880346,0.595495193745973,mortality,1222.0782825,55.8147895,0.045672024696994,education,1364.526667,348.478902,0.255384457063161
bongolava,MDG,2009,registration,321.753096,254.277696,0.790288265011753,mortality,871.075221,36.2544115,0.0416202994023636,education,927.174573,12.239488,0.0132008451875438
brong ahafo,GHA,2014,registration,538.567375,310.707308,0.576914463116151,mortality,1139.0026955,60.546644,0.0531575950076406,education,1688.308266,252.641694,0.149641922087231
bugesera,RWA,2015,registration,265.318328,190.898442,0.719507180069369,mortality,664.1213245,50.809202,0.0765059035534704,education,763.090137,50.013126,0.0655402600230437
bungoma,KEN,2014,registration,1008.016112,600.46595,0.595690825624422,mortality,2146.2449915,129.686762,0.0604249573155032,education,2287.769427,596.394882,0.260688369623885
burera,RWA,2015,registration,223.451835,160.895775,0.720046783236307,mortality,584.2073845,29.0683455,0.0497568950191865,education,718.475211,35.211385,0.049008489730622
busia,KEN,2014,registration,450.275371,263.657402,0.58554702073634,mortality,1015.1973135,83.710574,0.0824574423974774,education,1124.233968,182.806966,0.16260580199797
central,GHA,2014,registration,624.028685,512.749309,0.821675864147175,mortality,1411.0745645,96.50507,0.0683911909603413,education,1918.519187,378.917789,0.197505342436797
centre,CMR,2011,registration,1812.17123,1472.536066,0.812581085949588,mortality,3871.009773,343.1791095,0.0886536406840531,education,5917.664616,1267.94993,0.214265257035986
chin,MMR,2016,registration,66.249215,47.718872,0.720293395174569,mortality,160.5034425,15.779828,0.0983145766484105,education,269.972979,32.597171,0.120742346588693
dakar,SEN,2017,registration,2329.671025,2213.245736,0.950025008788526,mortality,4941.6975225,167.9331475,0.033982886798592,education,9417.06407,1571.384246,0.166865621208416
dar es salaam,TZA,2016,registration,738.534801,534.950867,0.724340770774321,mortality,1583.2580375,141.4185965,0.0893212560116247,education,2868.878912,1113.595547,0.388164011503599
daykundi,AFG,2016,registration,331.814276,88.193732,0.265792457947168,mortality,827.54762,37.024178,0.0447396344394054,education,903.460268,69.123948,0.0765102245758084
